"@timestamp","@version",context,"data_stream.dataset",type,response,request,path,metrics,method,message,"logger_name",level,latency,host,"extra_data","data_stream.type","data_stream.namespace","event.original","_id","_index","_score"
"Aug 20, 2024 @ 01:02:10.016",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.4411632356371396,""x2"":2.8337664102519664,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.4411632356371396, ""x2"": 2.8337664102519664, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.016Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0006015300750732422, ""request"": ""{\""x1\"": 1.4411632356371396, \""x2\"": 2.8337664102519664, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.4411632356371396,\""x2\"":2.8337664102519664,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","d0CXbpEBFxHMiGpb1i-a",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.014",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.1536382249101288,""x2"":0.27279390805852044,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 0.1536382249101288, ""x2"": 0.27279390805852044, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.014Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004818439483642578, ""request"": ""{\""x1\"": 0.1536382249101288, \""x2\"": 0.27279390805852044, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.1536382249101288,\""x2\"":0.27279390805852044,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","i0CXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.012",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.4023051337264343,""x2"":0.0037695307142147083,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.4023051337264343, ""x2"": 0.0037695307142147083, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.012Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004639625549316406, ""request"": ""{\""x1\"": 1.4023051337264343, \""x2\"": 0.0037695307142147083, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.4023051337264343,\""x2\"":0.0037695307142147083,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","Y0CXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.011",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":-0.43474846815589063,""x2"":0.3266021074750367,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": -0.43474846815589063, ""x2"": 0.3266021074750367, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.011Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004987716674804688, ""request"": ""{\""x1\"": -0.43474846815589063, \""x2\"": 0.3266021074750367, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":-0.43474846815589063,\""x2\"":0.3266021074750367,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","O0CXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.009",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":-0.7089568765347634,""x2"":2.312216646723991,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": -0.7089568765347634, ""x2"": 2.312216646723991, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.009Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005054473876953125, ""request"": ""{\""x1\"": -0.7089568765347634, \""x2\"": 2.312216646723991, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":-0.7089568765347634,\""x2\"":2.312216646723991,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","WECXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.007",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.6665937220756235,""x2"":0.9549865382189364,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 0.6665937220756235, ""x2"": 0.9549865382189364, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.007Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004642009735107422, ""request"": ""{\""x1\"": 0.6665937220756235, \""x2\"": 0.9549865382189364, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.6665937220756235,\""x2\"":0.9549865382189364,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","1UCXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.006",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":4.040350588703728,""x2"":-5.178538598239909,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 4.040350588703728, ""x2"": -5.178538598239909, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.006Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.000507354736328125, ""request"": ""{\""x1\"": 4.040350588703728, \""x2\"": -5.178538598239909, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":4.040350588703728,\""x2\"":-5.178538598239909,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","skCXbpEBFxHMiGpb1i-n",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.004",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.441128040050889,""x2"":-4.743113539619055,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 1.441128040050889, ""x2"": -4.743113539619055, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.004Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004603862762451172, ""request"": ""{\""x1\"": 1.441128040050889, \""x2\"": -4.743113539619055, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.441128040050889,\""x2\"":-4.743113539619055,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","1kCXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.003",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.7790564061994099,""x2"":-4.41350711498607,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.7790564061994099, ""x2"": -4.41350711498607, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.003Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004773139953613281, ""request"": ""{\""x1\"": 1.7790564061994099, \""x2\"": -4.41350711498607, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.7790564061994099,\""x2\"":-4.41350711498607,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","EkCXbpEBFxHMiGpb1i-V",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.001",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.2782031455435985,""x2"":-4.472777820375557,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 1.2782031455435985, ""x2"": -4.472777820375557, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.001Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005061626434326172, ""request"": ""{\""x1\"": 1.2782031455435985, \""x2\"": -4.472777820375557, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.2782031455435985,\""x2\"":-4.472777820375557,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","7kCXbpEBFxHMiGpb1i_M",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:10.000",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.7399602972945711,""x2"":-4.448187604990237,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.7399602972945711, ""x2"": -4.448187604990237, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:10.000Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.00046324729919433594, ""request"": ""{\""x1\"": 1.7399602972945711, \""x2\"": -4.448187604990237, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.7399602972945711,\""x2\"":-4.448187604990237,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","JkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.998",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.424596926858658,""x2"":-4.4667316756632065,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 1.424596926858658, ""x2"": -4.4667316756632065, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.998Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005061626434326172, ""request"": ""{\""x1\"": 1.424596926858658, \""x2\"": -4.4667316756632065, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.424596926858658,\""x2\"":-4.4667316756632065,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","nkCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.996",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":3.4682661782918602,""x2"":-3.647448102067912,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 3.4682661782918602, ""x2"": -3.647448102067912, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.996Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004889965057373047, ""request"": ""{\""x1\"": 3.4682661782918602, \""x2\"": -3.647448102067912, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":3.4682661782918602,\""x2\"":-3.647448102067912,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","dkCXbpEBFxHMiGpb1i-a",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.995",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.7567308489589475,""x2"":-1.9317641055483605,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.7567308489589475, ""x2"": -1.9317641055483605, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.995Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.00046181678771972656, ""request"": ""{\""x1\"": 1.7567308489589475, \""x2\"": -1.9317641055483605, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.7567308489589475,\""x2\"":-1.9317641055483605,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","ikCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.993",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.0934933810584138,""x2"":-3.653525956274647,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 1.0934933810584138, ""x2"": -3.653525956274647, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.993Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.00049591064453125, ""request"": ""{\""x1\"": 1.0934933810584138, \""x2\"": -3.653525956274647, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.0934933810584138,\""x2\"":-3.653525956274647,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","YkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.991",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.9292171925926183,""x2"":-3.6911375619171243,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.9292171925926183, ""x2"": -3.6911375619171243, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.991Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0006983280181884766, ""request"": ""{\""x1\"": 2.9292171925926183, \""x2\"": -3.6911375619171243, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.9292171925926183,\""x2\"":-3.6911375619171243,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","OkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.990",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.938825198795963,""x2"":-5.87488255279997,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.938825198795963, ""x2"": -5.87488255279997, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.990Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004930496215820312, ""request"": ""{\""x1\"": 2.938825198795963, \""x2\"": -5.87488255279997, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.938825198795963,\""x2\"":-5.87488255279997,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","VkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.988",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.3043775761720005,""x2"":-4.173708214995903,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.3043775761720005, ""x2"": -4.173708214995903, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.988Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004987716674804688, ""request"": ""{\""x1\"": 2.3043775761720005, \""x2\"": -4.173708214995903, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.3043775761720005,\""x2\"":-4.173708214995903,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","00CXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.986",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.6096323964923456,""x2"":-3.167340837287417,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 0.6096323964923456, ""x2"": -3.167340837287417, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.986Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004909038543701172, ""request"": ""{\""x1\"": 0.6096323964923456, \""x2\"": -3.167340837287417, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.6096323964923456,\""x2\"":-3.167340837287417,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","sUCXbpEBFxHMiGpb1i-n",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.985",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.1633663831312897,""x2"":-2.8746430066709037,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.1633663831312897, ""x2"": -2.8746430066709037, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.985Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004661083221435547, ""request"": ""{\""x1\"": 2.1633663831312897, \""x2\"": -2.8746430066709037, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.1633663831312897,\""x2\"":-2.8746430066709037,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","1ECXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
